"","...1","...2","...3",":id",":version",":created_at",":updated_at","record_id","site","state_territory","source","county_fips","counties_served","population_served","sample_id","sample_collect_date","sample_type","sample_matrix","sample_location","flow_rate","concentration_method","pasteurized","pcr_type","extraction_method","major_lab_method","inhibition_detect","inhibition_adjust","ntc_amplify","pcr_target","pcr_gene_target_agg","pcr_target_avg_conc","pcr_target_units","lod_sewage","pcr_target_detect","pcr_target_avg_conc_lin","pcr_target_flowpop_lin","pcr_target_mic_lin","hum_frac_target_mic","hum_frac_mic_conc","hum_frac_mic_unit","rec_eff_percent","rec_eff_target_name","rec_eff_spike_matrix","rec_eff_spike_conc","date_updated","year"
"214",214,214,1185,"row-c2bk-mptb_trhv","rv-g3yd-zh6v_ayx5",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"083669ea36b4052841cd85be369e726f",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"08ee4526137b6f387ce82ee1c7fee006",2026-04-03,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",21393.77873,"copies/g dry sludge",1100,"yes",21393.77873,NA,6e-05,"pepper mild mottle virus",341935274.52723,"copies/g dry sludge",113,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"215",215,215,1189,"row-qfz3-34kj.g37v","rv-nqxy_ph2m.cyq4",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"942376921aab6edd3373c718addaa1ee",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"8ad8b35bd36d0ddf5880573197a03d86",2026-05-07,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",4512.51584,"copies/g dry sludge",1100,"yes",4512.51584,NA,2e-05,"pepper mild mottle virus",230778858.46541,"copies/g dry sludge",138.1,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"216",216,216,1191,"row-4k34-ykvy~3jrc","rv-i75s-gpcs_kqra",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"4738062ae87e4946af45e1411522c21b",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"cfb5e4c32434be1d25323e7870cdce13",2026-06-12,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",297939935.06796,"copies/g dry sludge",116,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"217",217,217,1192,"row-9ran-rdd9-p4yk","rv-vytu~t57c~68y5",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"ce3ca60d913216751204debb9f7cfb96",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"c132eeaae5adbc4657cd2a44b5faed21",2026-03-16,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",119118.19971,"copies/g dry sludge",1100,"yes",119118.19971,NA,0.00043,"pepper mild mottle virus",278702237.56191,"copies/g dry sludge",146.7,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"218",218,218,1196,"row-rzuu-ss4n-digc","rv-8pnh-fh7c-j43t",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"216323fc50424b8bdd6dee253a8c5062",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"1422e71a8094aa08fcb8c6cc860e128f",2026-02-19,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",80172.6575,"copies/g dry sludge",1100,"yes",80172.6575,NA,0.00024,"pepper mild mottle virus",339799716.06601,"copies/g dry sludge",115.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"219",219,219,1197,"row-jgmf.29du~ugid","rv-e7vg~i3jt_tbuf",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"bde0057c6914c55ab6cf5a004a568c30",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"ddf2e031c8f8a8caf6e6f55fdafd038d",2026-06-26,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",430187726.53411,"copies/g dry sludge",112.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"220",220,220,1199,"row-icct-3msy~2jir","rv-u8jv.3mk8-csdp",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"7e0566b6831386206aac5c04de5e78e5",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"49dad01e49dc6eee5472975626a3103b",2026-01-06,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",4792.86769,"copies/g dry sludge",1100,"yes",4792.86769,NA,5e-05,"pepper mild mottle virus",91299689.48918,"copies/g dry sludge",104.9,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"221",221,221,1202,"row-7mk8.rupm.y73y","rv-93kj.n7pt_j7mq",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"5e1dd36c7b4643278961e08c6fa71241",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"0a592ea719293af78425087f2552d99c",2026-03-31,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",42717.24559,"copies/g dry sludge",1100,"yes",42717.24559,NA,0.00015,"pepper mild mottle virus",282424222.49573,"copies/g dry sludge",122.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"222",222,222,1212,"row-xk3k_pisk.43p6","rv-9rnm-qfei-jrkg",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"fc94a20c86c74dc63d7125be715551c7",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"de67e41c433f7f9f3f328bcdd21baffd",2026-04-13,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",155420.92244,"copies/g dry sludge",1100,"yes",155420.92244,NA,0.00039,"pepper mild mottle virus",394304063.52593,"copies/g dry sludge",146.1,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"223",223,223,1214,"row-jac3.e99z-gnqa","rv-fm7g~t29d_6th7",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"f1c834bd57c25212a29a899cdb0006ee",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"f481ad0f12a8b92c82b6e4ff70b809f9",2026-04-14,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",73964.93547,"copies/g dry sludge",1100,"yes",73964.93547,NA,0.00015,"pepper mild mottle virus",498834468.48547,"copies/g dry sludge",116.3,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"224",224,224,1221,"row-qmbz-w2ui-inrn","rv-nkas.wv98-bwh3",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"42f40950db855a3b61a518b576ac8c1b",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"a60076cc9767066052e7e6b4f0214363",2026-07-17,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",2021.24194,"copies/g dry sludge",1100,"yes",2021.24194,NA,1e-05,"pepper mild mottle virus",265658958.68313,"copies/g dry sludge",60.9,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"225",225,225,1222,"row-cfju_dtrj_wqaj","rv-yw78-sbn3.h2gc",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"222b79c8ea4c944989f6a74c3db6df14",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"5202eb328b87cc3705190aeeeae196f5",2026-01-20,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",1908.64976,"copies/l wastewater",1500,"yes",1908.64976,NA,4e-05,"pepper mild mottle virus",50491821.29231,"copies/l wastewater",61.3,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"226",226,226,1233,"row-78ef-iy4z-9nkq","rv-7y9p~xxqg.dm47",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"6a1d281af591a3f65d3d84fb3883792a",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"116322e04d97f6c6fbdd392410ad1439",2026-04-08,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",31080.81083,"copies/g dry sludge",1100,"yes",31080.81083,NA,1e-04,"pepper mild mottle virus",302346439.29502,"copies/g dry sludge",110.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"227",227,227,1238,"row-72mu.x2gg.653i","rv-eeuc.psun-it6y",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"2ef59c6cc18de2fbc509b0007f2005a0",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"0e678e9169e57a17bd21951e50dfa068",2026-01-15,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",36422.38135,"copies/g dry sludge",1100,"yes",36422.38135,NA,0.00012,"pepper mild mottle virus",306669945.88235,"copies/g dry sludge",349.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"228",228,228,1239,"row-w77w.ggdk_fswb","rv-hqv5_mp3h_kq3v",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"0611eb73e18f4219bc63556cab212581",1967,"vt","CDC_Verily",50007,"Chittenden",25000,"5295d5da11f5159f295a5dfe7b327766",2026-06-02,"24-hr flow-weighted composite","post grit removal","wwtp",0,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",0,"copies/l wastewater",1500,"no",750,NA,1e-05,"pepper mild mottle virus",82583120.49231,"copies/l wastewater",162.8,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
"229",229,229,1240,"row-ehv6-mefs_gtn8","rv-bmjr.xt7u.8s43",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"acc45259be27ec8664f0beddcf57cbc7",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"6f5bb1f42262b9be479d3bb76423ba59",2026-01-06,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",3903.28841,"copies/g dry sludge",1100,"yes",3903.28841,NA,2e-05,"pepper mild mottle virus",168989330.57837,"copies/g dry sludge",103.5,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"230",230,230,1244,"row-hwkr-x5p7.c5ja","rv-pbg4~hvc9~rbm8",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"b394d5234c92a4b3720a1fae2e279ba2",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"c79a32f5b3c2c593daf26096bae47567",2026-02-24,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",99803.6064,"copies/g dry sludge",1100,"yes",99803.6064,NA,0.00031,"pepper mild mottle virus",325467936.16667,"copies/g dry sludge",198.8,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"231",231,231,1246,"row-mqmw_9evf.3i79","rv-aaju~c462.wpr5",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"8df2328f666c765021d8d1a0a4087413",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"2b1764cc43bf8029b1b09d5e33032145",2026-03-25,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",21697.01396,"copies/g dry sludge",1100,"yes",21697.01396,NA,0.00011,"pepper mild mottle virus",193976721.61798,"copies/g dry sludge",86.8,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"232",232,232,1248,"row-ckwq~h39d-jvdg","rv-itd2.kiia_yaxc",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"d68b0694513cc5a9e9399240465e75ce",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"c6b73c429de4e75b1441fc0d4e1bcb58",2026-05-21,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",3412.06394,"copies/g dry sludge",1100,"yes",3412.06394,NA,2e-05,"pepper mild mottle virus",202851961.47573,"copies/g dry sludge",255,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"233",233,233,1254,"row-4s9d_rem9.zsv4","rv-harw-whdj~m8qb",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"aaa3b4f0712da04de8bb53069012dc7f",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"59f9e4db1b98ef9ca08c7e429d93ea5f",2026-06-16,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",433811035.18025,"copies/g dry sludge",149.8,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"234",234,234,1269,"row-uh7j~uftg-nzfw","rv-fnan.f7aa~x98e",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"c83016b8417d6115a9520c35f8c974d5",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"2c0f7f428b101c5ee4a1ec6de35a2a82",2026-03-06,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",74954.41988,"copies/g dry sludge",1100,"yes",74954.41988,NA,0.00024,"pepper mild mottle virus",306686965.06157,"copies/g dry sludge",102.3,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"235",235,235,1273,"row-gsm6~rsa8~min3","rv-ee2d_bxpd.tu3j",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"7a39f3d69a61a97c6403712c02cbe6b2",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"3a82c035fa0ded18bb4f25c21f7dc527",2026-03-26,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",68147.14486,"copies/g dry sludge",1100,"yes",68147.14486,NA,0.00022,"pepper mild mottle virus",315351019.97661,"copies/g dry sludge",89.7,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"236",236,236,1284,"row-7u4m~zmzp.qkky","rv-fiwf.9gdt~f4iy",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"b2133c43090c6e652c54238fdaec886a",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"01103c3fc8395f187b30cf6a268b1229",2026-06-08,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",437138439.31429,"copies/g dry sludge",184,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"237",237,237,1290,"row-riwe~2iuu_xp7z","rv-wcdt_4k6k.fk26",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"c30102aaff3464ea076c0ed6be546f0a",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"c7df41797e5e1126f1df936d5c3aea57",2026-03-27,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",11220.46794,"copies/g dry sludge",1100,"yes",11220.46794,NA,3e-05,"pepper mild mottle virus",361667419.96396,"copies/g dry sludge",102.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"238",238,238,1298,"row-x24b~ejgx_y69f","rv-a9nt-22yb~ztr3",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"ccbab433301c0771e2b058ae55057363",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"196a1a24dd64513ffee25f5691c66d61",2026-07-07,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",289587849.49451,"copies/g dry sludge",109.7,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"239",239,239,1316,"row-srk9-hkes.kafk","rv-v9ce_edix~8ta2",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"ae51b5457e6f12af68beed3c12768ba7",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"4581228af614b5b2c2813704f0e7bea9",2026-01-14,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",15076.5017,"copies/g dry sludge",1100,"yes",15076.5017,NA,3e-05,"pepper mild mottle virus",546487445.93711,"copies/g dry sludge",106.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"240",240,240,1321,"row-84yb.xmi5_5dx5","rv-qqc4~e9h5~z4gg",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"c734b41741c5b157eaf2b3e8375e4ccd",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"d334f8e50eecc02ac1eac308c714b2e1",2026-04-09,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",47056.61056,"copies/g dry sludge",1100,"yes",47056.61056,NA,0.00015,"pepper mild mottle virus",310216066.87425,"copies/g dry sludge",136.8,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"241",241,241,1322,"row-zpn2~qvrf~rfee","rv-m7wh~gjpx-yqw7",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"fc571f00c056924d9f9fc8dd229b8b99",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"e3e27887373cb54fca461b1385eeaf60",2026-06-15,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",2372.64141,"copies/g dry sludge",1100,"yes",2372.64141,NA,1e-05,"pepper mild mottle virus",213839643.4188,"copies/g dry sludge",83,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"242",242,242,1326,"row-fe6r.edfy_f4cr","rv-7qhv-59qa~din8",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"42ce81976921aa44d289ad4fcb9f84f6",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"bae353cf07b9db0beae269a449e1380a",2026-05-19,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",25655.87524,"copies/g dry sludge",1100,"yes",25655.87524,NA,5e-05,"pepper mild mottle virus",474308989.29958,"copies/g dry sludge",124.4,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"243",243,243,1327,"row-4jpx-25ss_kfpv","rv-2z8w.mbtn-uzqn",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"c5f57d92cf7414e02271cdd6c7331f8d",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"299b3ca6b46258c35623834a779cce6f",2026-07-20,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",379826154.26306,"copies/g dry sludge",77.4,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"244",244,244,1328,"row-tb45_987y-7hza","rv-p9p9.cn8k~2m3y",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"688346a99914bec9ac53b398192c6834",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"f4d0c03941322f63bd1ed1fd8dd02769",2026-03-02,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",48690.1309,"copies/g dry sludge",1100,"yes",48690.1309,NA,0.00012,"pepper mild mottle virus",407760252.74074,"copies/g dry sludge",104.3,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"245",245,245,1331,"row-e4vv.avwr_7igu","rv-fupu.sfbn.7xxc",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"10aa31bdb6bff0c5028d364854cf4bae",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"5682ef6a4be81924df0c33c5406d9fc3",2026-03-30,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",18994.19854,"copies/g dry sludge",1100,"yes",18994.19854,NA,6e-05,"pepper mild mottle virus",336819705.42703,"copies/g dry sludge",105.8,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"246",246,246,1333,"row-f64h~mv2y~mhdv","rv-gw4v.viqr~ych5",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"95bb8c6612d0b43cef42981d20ff2ce9",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"74ea7879c4c94d83a84ec513142b3e19",2026-06-15,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",179004356.34218,"copies/g dry sludge",73.1,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"247",247,247,1334,"row-gqc6~ktbu.uame","rv-5qcr~7sfx-385i",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"ecd97b4a7f54b646c47165daebccbab2",1965,"vt","WastewaterSCAN",50007,"Chittenden",30000,"0482289a364c91d5632e43a296f2563c",2026-05-06,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",6732.15405,"copies/g dry sludge",1100,"yes",6732.15405,NA,4e-05,"pepper mild mottle virus",158177667.31606,"copies/g dry sludge",41.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"248",248,248,1350,"row-7k8r_xpwn_d8ie","rv-7kjt.8tj8-xgau",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"59929139b1e4e18f708b326310b4d086",1966,"vt","WastewaterSCAN",50007,"Chittenden",16000,"b0920ab436d79ff6f76628b85f169b77",2026-01-29,"24-hr time-weighted composite","post grit removal","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",5931.09244,"copies/g dry sludge",1100,"yes",5931.09244,NA,2e-05,"pepper mild mottle virus",317175292.93989,"copies/g dry sludge",73.4,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"249",249,249,1358,"row-tpnm_zdfh.vcqn","rv-pn8t~p8yd.xuse",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"6889f06ce53c56ff3302fc82f583bac4",1975,"vt","WastewaterSCAN",50023,"Washington",10100,"4a29db51982bf22566479de46511459e",2026-07-07,"grab","primary sludge","wwtp",NA,"none","no","ddpcr","chemagic viral dna/rna 300 kit",1,"not tested",NA,"no","rsv","rsv-a and rsv-b combined",0,"copies/g dry sludge",1100,"no",550,NA,0,"pepper mild mottle virus",252583692.44444,"copies/g dry sludge",144.6,"bcov vaccine","dewatered solids",4,2026-07-24 11:01:00,2026
"250",250,250,1361,"row-5gg9-9hds.uszw","rv-wx5a-f5yh_4z68",2026-07-24 15:01:50.227,2026-07-24 15:01:50.227,"ef80069f0d65e3a3de4e10cf6b24a290",2350,"vt","CDC_Verily",50001,"Addison",9000,"2c59da7c7ae56b85db72e40041306d76",2026-01-08,"24-hr flow-weighted composite","raw wastewater","wwtp",1,"ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit",2,"no","no","no","rsv","rsv-a and rsv-b combined",2868.931,"copies/l wastewater",1500,"yes",2868.931,1206672.37783,5e-05,"pepper mild mottle virus",61477769.10769,"copies/l wastewater",126.5,"bcov vaccine","clarified sample",5,2026-07-24 11:01:00,2026
